order_id,customer_id,order_date,status,region_code
ORD-00338,UNASSIGNED,2024-10-09 17:00:49,SHIPPED,US-EAST
ORD-00339,CUST-0183,2025-07-29 07:00:42,SHIPPED,US-WEST
ORD-00340,CUST-0185,2024-09-05 12:01:23,PLACED,EU-CENTRAL
ORD-00341,CUST-0173,2024-02-10 21:52:48,DELIVERED,US-EAST
ORD-00342,CUST-0018,2024-12-27 05:59:01,DELIVERED,EU-CENTRAL
ORD-00343,CUST-0142,2024-12-20 18:21:57,SHIPPED,LATAM
ORD-00344,CUST-0190,2025-04-28 16:17:45,DELIVERED,APAC-SOUTH
ORD-00345,CUST-0199,2024-05-31 18:56:16,DELIVERED,US-WEST
ORD-00346,CUST-0105,2024-01-19 13:43:10,DELIVERED,US-EAST
ORD-00347,CUST-0001,2025-05-25 13:01:54,DELIVERED,EU-CENTRAL
ORD-00348,CUST-0136,2024-07-03 23:45:56,RETURNED,US-WEST
ORD-00349,CUST-0024,2024-02-04 02:21:36,CANCELLED,LATAM
ORD-00350,CUST-0096,2024-12-22 02:16:37,PLACED,US-EAST
ORD-00351,CUST-0164,2024-11-02 07:14:27,DELIVERED,APAC-SOUTH
ORD-00352,CUST-0034,2024-07-02 21:44:42,CANCELLED,APAC-SOUTH
ORD-00353,CUST-0189,2024-09-10 09:46:12,DELIVERED,US-EAST
ORD-00354,CUST-0035,2025-03-30 03:44:52,SHIPPED,APAC-SOUTH
ORD-00355,CUST-0105,2024-04-03 18:41:45,RETURNED,US-WEST
ORD-00356,CUST-0119,2024-07-24 20:06:20,PLACED,EU-CENTRAL
ORD-00357,CUST-0179,2025-04-13 14:22:24,DELIVERED,EU-CENTRAL
ORD-00358,CUST-0183,2024-07-11 19:08:00,DELIVERED,US-EAST
ORD-00359,CUST-0067,2024-05-15 01:07:46,DELIVERED,APAC-SOUTH
ORD-00360,CUST-0141,2024-07-13 01:35:26,SHIPPED,US-WEST
ORD-00361,CUST-0016,2024-06-21 15:45:04,DELIVERED,EU-CENTRAL
ORD-00362,CUST-0166,2024-03-06 06:36:30,DELIVERED,US-EAST
ORD-00363,UNASSIGNED,2024-02-20 01:50:45,DELIVERED,US-WEST
ORD-00364,CUST-0085,2024-04-05 04:04:52,DELIVERED,US-WEST
ORD-00365,CUST-0111,2025-07-16 16:22:11,PLACED,APAC-SOUTH
ORD-00366,CUST-0055,2024-05-25 08:44:58,DELIVERED,US-WEST
ORD-00367,UNASSIGNED,2025-04-25 22:17:14,DELIVERED,APAC-SOUTH
ORD-00368,CUST-0141,2025-01-07 01:47:01,DELIVERED,US-WEST
ORD-00369,CUST-0165,2025-02-12 09:53:04,RETURNED,LATAM
ORD-00370,CUST-0098,2025-07-08 02:11:35,DELIVERED,APAC-SOUTH
ORD-00371,CUST-0145,2025-01-25 05:17:20,DELIVERED,US-EAST
ORD-00372,CUST-0057,2024-01-23 18:15:21,DELIVERED,US-EAST
ORD-00373,CUST-0121,2025-02-15 05:19:59,DELIVERED,US-WEST
ORD-00374,CUST-0026,2024-07-11 12:23:25,DELIVERED,US-EAST
ORD-00375,CUST-0057,2025-03-23 03:40:43,DELIVERED,EU-CENTRAL
ORD-00376,CUST-0045,2024-05-16 18:44:55,DELIVERED,EU-CENTRAL
ORD-00377,CUST-0008,2025-06-30 09:18:43,RETURNED,LATAM
ORD-00378,CUST-0049,2025-01-17 07:46:16,SHIPPED,US-EAST
ORD-00379,CUST-0060,2025-04-12 07:48:26,DELIVERED,US-EAST
ORD-00380,CUST-0158,2024-06-05 11:34:05,DELIVERED,US-WEST
ORD-00381,CUST-0083,2024-02-16 06:12:13,DELIVERED,US-WEST
ORD-00382,CUST-0135,2024-10-10 10:02:23,DELIVERED,APAC-SOUTH
ORD-00383,CUST-0087,2024-08-22 09:18:36,RETURNED,APAC-SOUTH
ORD-00384,CUST-0125,2025-05-19 05:35:50,DELIVERED,LATAM
ORD-00385,CUST-0158,2024-10-04 03:42:37,DELIVERED,US-WEST
ORD-00386,CUST-0188,2025-06-18 18:32:28,SHIPPED,US-EAST
ORD-00387,CUST-0147,2024-10-31 03:58:46,DELIVERED,LATAM
ORD-00388,UNASSIGNED,2025-04-12 21:20:19,DELIVERED,LATAM
ORD-00389,CUST-0145,2024-03-21 20:45:19,SHIPPED,US-EAST
ORD-00390,CUST-0082,2024-05-10 09:38:53,RETURNED,EU-CENTRAL
ORD-00391,CUST-0068,2024-06-11 20:47:54,PLACED,EU-CENTRAL
ORD-00392,CUST-0185,2024-01-01 23:52:57,DELIVERED,APAC-SOUTH
ORD-00393,CUST-0106,2025-01-17 23:42:52,DELIVERED,APAC-SOUTH
ORD-00394,CUST-0123,2025-03-24 23:44:07,DELIVERED,US-WEST
ORD-00395,CUST-0009,2024-08-17 01:29:42,DELIVERED,US-EAST
ORD-00396,CUST-0044,2024-10-18 15:02:32,PLACED,US-EAST
ORD-00397,CUST-0158,2025-01-09 22:51:57,DELIVERED,US-WEST
ORD-00398,CUST-0112,2024-05-02 00:37:36,DELIVERED,US-WEST
ORD-00399,CUST-0142,2025-07-14 19:45:56,DELIVERED,EU-CENTRAL
ORD-00400,CUST-0025,2024-02-08 13:16:18,DELIVERED,APAC-SOUTH
ORD-00401,CUST-0093,2024-01-03 23:07:38,DELIVERED,LATAM
ORD-00402,CUST-0025,2024-01-20 23:44:53,DELIVERED,US-EAST
ORD-00403,CUST-0030,2024-08-27 12:07:26,DELIVERED,EU-CENTRAL
ORD-00404,CUST-0140,2024-10-28 00:01:44,CANCELLED,EU-CENTRAL
ORD-00405,CUST-0012,2024-07-23 12:11:33,DELIVERED,EU-CENTRAL
ORD-00406,CUST-0039,2025-06-24 23:09:34,PLACED,EU-CENTRAL
ORD-00407,CUST-0106,2025-04-03 01:17:51,PLACED,APAC-SOUTH
ORD-00408,CUST-0108,2025-02-19 22:42:43,RETURNED,LATAM
ORD-00409,CUST-0122,2024-08-20 03:00:25,CANCELLED,US-EAST
ORD-00410,CUST-0133,2025-03-19 21:15:36,DELIVERED,US-EAST
ORD-00411,CUST-0115,2024-05-14 06:41:51,SHIPPED,US-WEST
ORD-00412,CUST-0033,2024-02-03 03:32:11,RETURNED,APAC-SOUTH
ORD-00413,CUST-0161,2024-04-24 20:39:01,DELIVERED,US-EAST
ORD-00414,CUST-0143,2024-11-04 15:14:02,CANCELLED,LATAM
ORD-00415,CUST-0004,2025-06-28 00:37:41,DELIVERED,APAC-SOUTH
ORD-00416,CUST-0039,2024-04-25 02:38:36,DELIVERED,US-EAST
ORD-00417,CUST-0145,2024-03-19 10:35:53,CANCELLED,EU-CENTRAL
ORD-00418,CUST-0068,2024-10-24 12:26:52,DELIVERED,APAC-SOUTH
ORD-00419,UNASSIGNED,2024-08-01 22:05:30,DELIVERED,APAC-SOUTH
ORD-00420,UNASSIGNED,2024-09-14 11:29:50,PLACED,APAC-SOUTH
ORD-00421,CUST-0096,2024-01-16 17:10:06,DELIVERED,EU-CENTRAL
ORD-00422,CUST-0126,2025-06-24 17:47:19,RETURNED,US-WEST
ORD-00423,CUST-0191,2024-12-10 04:10:49,DELIVERED,APAC-SOUTH
ORD-00424,CUST-0023,2024-05-25 23:22:30,CANCELLED,APAC-SOUTH
ORD-00425,CUST-0195,2025-02-05 04:17:03,DELIVERED,LATAM
ORD-00426,CUST-0017,2024-08-29 15:45:17,DELIVERED,LATAM
ORD-00427,CUST-0008,2024-05-14 22:41:56,DELIVERED,US-EAST
ORD-00428,CUST-0117,2024-02-09 06:29:35,DELIVERED,EU-CENTRAL
ORD-00429,CUST-0119,2025-01-27 08:14:17,CANCELLED,US-EAST
ORD-00430,CUST-0126,2025-04-06 09:46:30,RETURNED,APAC-SOUTH
ORD-00431,CUST-0090,2024-09-24 09:15:59,CANCELLED,US-EAST
ORD-00432,CUST-0099,2024-02-08 13:33:45,DELIVERED,US-WEST
ORD-00433,CUST-0166,2024-06-23 20:23:33,DELIVERED,APAC-SOUTH
ORD-00434,CUST-0200,2025-06-13 21:07:29,CANCELLED,US-WEST
ORD-00435,CUST-0003,2024-06-22 19:22:32,DELIVERED,EU-CENTRAL
ORD-00436,CUST-0182,2025-05-14 05:32:52,CANCELLED,EU-CENTRAL
ORD-00437,CUST-0056,2024-12-28 11:52:53,DELIVERED,LATAM
ORD-00438,CUST-0027,2024-01-06 16:58:07,DELIVERED,EU-CENTRAL
ORD-00439,CUST-0153,2025-04-18 01:31:00,DELIVERED,APAC-SOUTH
ORD-00440,CUST-0071,2025-05-12 13:33:05,DELIVERED,EU-CENTRAL
ORD-00441,CUST-0133,2024-07-05 15:33:19,DELIVERED,LATAM
ORD-00442,CUST-0082,2025-06-12 18:12:25,PLACED,APAC-SOUTH
ORD-00443,CUST-0067,2024-11-21 02:37:47,DELIVERED,LATAM
ORD-00444,CUST-0147,2024-05-27 12:16:30,DELIVERED,LATAM
ORD-00445,CUST-0122,2025-06-05 20:32:10,DELIVERED,US-WEST
ORD-00446,CUST-0143,2024-05-20 16:37:01,DELIVERED,EU-CENTRAL
ORD-00447,CUST-0144,2024-05-22 04:38:29,CANCELLED,US-EAST
ORD-00448,CUST-0058,2024-08-26 12:29:03,CANCELLED,EU-CENTRAL
ORD-00449,CUST-0076,2024-12-26 05:07:28,DELIVERED,LATAM
ORD-00450,CUST-0159,2024-02-25 07:33:27,SHIPPED,US-EAST
ORD-00451,CUST-0098,2025-02-15 12:54:20,PLACED,US-WEST
ORD-00452,CUST-0052,2024-09-23 03:49:46,DELIVERED,APAC-SOUTH
ORD-00453,CUST-0184,2024-05-20 02:05:37,DELIVERED,US-WEST
ORD-00454,CUST-0015,2024-01-04 15:51:57,SHIPPED,US-WEST
ORD-00455,CUST-0041,2025-01-15 06:22:42,DELIVERED,US-WEST
ORD-00456,CUST-0163,2024-11-29 12:46:38,RETURNED,APAC-SOUTH
ORD-00457,UNASSIGNED,2025-02-18 14:25:44,DELIVERED,US-EAST
ORD-00458,CUST-0194,2025-02-16 11:11:14,DELIVERED,US-WEST
ORD-00459,CUST-0089,2024-08-30 09:49:17,DELIVERED,LATAM
ORD-00460,CUST-0017,2024-02-05 12:15:06,DELIVERED,LATAM
ORD-00461,CUST-0087,2024-12-02 20:06:20,RETURNED,EU-CENTRAL
ORD-00462,CUST-0126,2024-10-06 00:55:18,SHIPPED,APAC-SOUTH
ORD-00463,UNASSIGNED,2024-06-23 05:39:11,SHIPPED,US-EAST
ORD-00464,CUST-0044,2024-04-05 15:54:20,DELIVERED,US-EAST
ORD-00465,CUST-0164,2024-07-17 16:15:20,DELIVERED,LATAM
ORD-00466,CUST-0170,2024-03-24 23:22:50,PLACED,US-EAST
ORD-00467,CUST-0098,2024-04-05 23:58:44,DELIVERED,US-WEST
ORD-00468,CUST-0176,2025-05-04 13:51:18,DELIVERED,US-EAST
ORD-00469,CUST-0070,2025-04-28 17:47:31,SHIPPED,US-EAST
ORD-00470,CUST-0159,2024-04-01 10:43:53,DELIVERED,APAC-SOUTH
ORD-00471,CUST-0052,2024-07-23 06:33:42,RETURNED,EU-CENTRAL
ORD-00472,CUST-0076,2024-05-04 13:34:50,DELIVERED,US-WEST
ORD-00473,CUST-0124,2024-09-13 18:53:53,PLACED,US-EAST
ORD-00474,CUST-0147,2025-06-03 15:28:21,RETURNED,LATAM
ORD-00475,CUST-0186,2024-03-19 16:11:28,DELIVERED,APAC-SOUTH
ORD-00476,CUST-0076,2024-07-24 03:38:50,PLACED,US-WEST
ORD-00477,CUST-0075,2024-10-06 18:53:16,DELIVERED,US-EAST
ORD-00478,CUST-0195,2024-02-05 15:26:04,SHIPPED,US-WEST
ORD-00479,CUST-0113,2025-04-27 23:19:23,DELIVERED,EU-CENTRAL
ORD-00480,CUST-0047,2024-03-29 09:58:56,RETURNED,EU-CENTRAL
ORD-00481,CUST-0177,2025-01-06 11:07:59,DELIVERED,US-WEST
ORD-00482,CUST-0179,2025-07-18 05:17:04,RETURNED,US-WEST
ORD-00483,CUST-0152,2025-01-09 21:42:40,DELIVERED,US-WEST
ORD-00484,CUST-0200,2024-10-05 12:46:05,CANCELLED,US-WEST
ORD-00485,CUST-0125,2024-03-28 17:18:25,DELIVERED,US-EAST
ORD-00486,CUST-0081,2024-01-10 14:24:39,DELIVERED,LATAM
ORD-00487,CUST-0058,2025-06-04 06:48:13,DELIVERED,LATAM
ORD-00488,CUST-0170,2025-07-18 09:46:28,DELIVERED,APAC-SOUTH
ORD-00489,CUST-0143,2025-04-21 01:32:43,DELIVERED,US-WEST
ORD-00490,CUST-0121,2025-01-20 03:01:58,PLACED,APAC-SOUTH
ORD-00491,CUST-0085,2024-08-04 01:13:29,SHIPPED,APAC-SOUTH
ORD-00492,CUST-0061,2024-03-02 05:30:31,DELIVERED,APAC-SOUTH
ORD-00493,CUST-0128,2024-12-13 05:57:13,RETURNED,US-EAST
ORD-00494,CUST-0106,2024-01-28 19:57:20,PLACED,US-EAST
ORD-00495,CUST-0159,2025-05-10 04:34:19,DELIVERED,US-WEST
ORD-00496,CUST-0117,2024-09-21 17:58:58,PLACED,US-WEST
ORD-00497,CUST-0085,2025-03-11 01:58:06,DELIVERED,EU-CENTRAL
ORD-00498,CUST-0030,2024-03-16 16:21:27,SHIPPED,EU-CENTRAL
ORD-00499,CUST-0163,2024-08-14 18:58:05,DELIVERED,US-EAST
ORD-00500,UNASSIGNED,2024-05-07 12:04:40,DELIVERED,APAC-SOUTH
ORD-00501,CUST-0157,2024-06-01 04:14:27,RETURNED,APAC-SOUTH
ORD-00502,CUST-0049,2025-07-10 17:53:42,DELIVERED,US-EAST
ORD-00503,CUST-0173,2025-04-02 08:14:04,CANCELLED,APAC-SOUTH
ORD-00504,CUST-0130,2024-04-14 13:47:49,PLACED,US-EAST
ORD-00505,CUST-0111,2025-03-30 11:26:26,DELIVERED,US-WEST
ORD-00506,CUST-0045,2025-07-21 09:24:26,SHIPPED,LATAM
ORD-00507,CUST-0083,2025-01-26 13:17:37,DELIVERED,LATAM
ORD-00508,CUST-0196,2024-07-11 19:30:23,RETURNED,EU-CENTRAL
ORD-00509,CUST-0035,2024-04-17 07:51:43,DELIVERED,LATAM
ORD-00510,CUST-0180,2025-03-01 11:50:36,DELIVERED,LATAM
ORD-00511,CUST-0052,2024-06-11 21:19:40,DELIVERED,EU-CENTRAL
ORD-00512,CUST-0034,2025-07-05 18:44:58,RETURNED,LATAM
ORD-00513,CUST-0164,2024-09-07 09:37:29,DELIVERED,LATAM
ORD-00514,CUST-0147,2025-06-02 04:42:44,DELIVERED,LATAM
ORD-00515,CUST-0109,2024-01-10 22:03:34,PLACED,US-WEST
ORD-00516,CUST-0015,2024-06-04 06:27:04,DELIVERED,EU-CENTRAL
ORD-00517,CUST-0038,2024-02-18 04:22:32,DELIVERED,LATAM
ORD-00518,UNASSIGNED,2024-12-17 12:58:23,CANCELLED,LATAM
ORD-00519,CUST-0191,2025-05-17 15:10:50,SHIPPED,EU-CENTRAL
ORD-00520,CUST-0013,2024-10-23 09:12:56,RETURNED,EU-CENTRAL
ORD-00521,CUST-0014,2024-01-11 01:41:22,SHIPPED,APAC-SOUTH
ORD-00522,CUST-0163,2025-07-01 07:14:16,DELIVERED,LATAM
ORD-00523,CUST-0155,2024-06-01 14:26:56,RETURNED,EU-CENTRAL
ORD-00524,CUST-0175,2024-02-27 20:12:09,SHIPPED,LATAM
ORD-00525,CUST-0011,2024-11-28 19:57:52,DELIVERED,US-WEST
ORD-00526,CUST-0066,2024-01-05 09:13:58,DELIVERED,US-WEST
ORD-00527,UNASSIGNED,2024-09-07 14:15:34,DELIVERED,LATAM
ORD-00528,CUST-0078,2025-01-16 00:31:56,DELIVERED,US-EAST
ORD-00529,CUST-0082,2025-02-12 02:04:26,SHIPPED,US-EAST
ORD-00530,CUST-0041,2024-11-19 01:31:13,DELIVERED,EU-CENTRAL
ORD-00531,CUST-0055,2025-05-30 05:27:03,DELIVERED,US-WEST
ORD-00532,CUST-0159,2025-02-16 01:12:58,DELIVERED,US-EAST
ORD-00533,CUST-0089,2024-12-12 03:50:22,DELIVERED,LATAM
ORD-00534,CUST-0011,2025-06-14 03:40:46,DELIVERED,US-EAST
ORD-00535,CUST-0139,2025-07-16 07:53:00,CANCELLED,EU-CENTRAL
ORD-00536,CUST-0131,2024-12-12 01:46:57,DELIVERED,US-WEST
ORD-00537,CUST-0022,2024-03-15 12:45:27,RETURNED,LATAM
ORD-00538,CUST-0161,2024-02-20 20:28:59,DELIVERED,US-WEST
ORD-00539,CUST-0109,2024-03-21 17:20:10,DELIVERED,APAC-SOUTH
ORD-00540,CUST-0019,2025-06-16 20:46:42,DELIVERED,EU-CENTRAL
ORD-00541,UNASSIGNED,2024-02-26 21:26:32,DELIVERED,LATAM
ORD-00542,CUST-0059,2024-07-19 21:32:50,DELIVERED,APAC-SOUTH
ORD-00543,CUST-0005,2024-10-29 12:50:27,DELIVERED,LATAM
ORD-00544,CUST-0191,2025-03-30 20:31:28,DELIVERED,EU-CENTRAL
ORD-00545,CUST-0028,2024-08-13 02:56:44,DELIVERED,US-EAST
ORD-00546,CUST-0113,2024-10-23 06:03:51,DELIVERED,APAC-SOUTH
ORD-00547,CUST-0057,2024-04-15 22:20:04,DELIVERED,LATAM
ORD-00548,CUST-0163,2024-04-21 21:45:45,CANCELLED,EU-CENTRAL
ORD-00549,CUST-0003,2025-03-05 22:26:19,SHIPPED,US-EAST
ORD-00550,UNASSIGNED,2025-04-08 10:27:11,DELIVERED,US-EAST
ORD-00551,CUST-0192,2025-07-29 21:15:57,DELIVERED,APAC-SOUTH
ORD-00552,CUST-0132,2024-04-20 15:33:21,SHIPPED,EU-CENTRAL
ORD-00553,CUST-0047,2025-06-05 03:56:05,CANCELLED,LATAM
ORD-00554,CUST-0141,2024-02-26 19:30:49,PLACED,US-EAST
ORD-00555,CUST-0149,2025-01-13 09:53:14,DELIVERED,US-WEST
ORD-00556,CUST-0159,2024-02-24 05:19:54,DELIVERED,APAC-SOUTH
ORD-00557,CUST-0169,2024-08-25 10:12:14,SHIPPED,LATAM
ORD-00558,CUST-0081,2024-11-28 16:13:42,DELIVERED,US-WEST
ORD-00559,CUST-0165,2024-12-04 17:56:30,DELIVERED,EU-CENTRAL
ORD-00560,CUST-0119,2024-12-11 22:04:27,DELIVERED,LATAM
ORD-00561,CUST-0166,2025-04-16 04:21:33,DELIVERED,US-WEST
ORD-00562,CUST-0051,2024-07-23 11:02:58,DELIVERED,US-EAST
ORD-00563,CUST-0130,2025-05-05 14:22:16,DELIVERED,APAC-SOUTH
ORD-00564,CUST-0055,2024-01-29 11:19:23,DELIVERED,LATAM
ORD-00565,CUST-0199,2024-04-25 10:43:10,SHIPPED,LATAM
ORD-00566,CUST-0075,2024-04-13 23:43:39,DELIVERED,APAC-SOUTH
ORD-00567,CUST-0003,2025-05-29 17:13:20,RETURNED,LATAM
ORD-00568,CUST-0194,2025-02-03 08:12:08,SHIPPED,LATAM
ORD-00569,CUST-0169,2024-04-23 13:20:52,DELIVERED,EU-CENTRAL
ORD-00570,UNASSIGNED,2025-01-13 18:18:30,DELIVERED,US-WEST
ORD-00571,UNASSIGNED,2024-06-09 14:32:53,DELIVERED,APAC-SOUTH
ORD-00572,CUST-0117,2024-02-06 01:39:25,DELIVERED,US-EAST
ORD-00573,CUST-0134,2025-05-07 02:32:40,DELIVERED,EU-CENTRAL
ORD-00574,CUST-0146,2024-05-15 00:47:43,DELIVERED,LATAM
ORD-00575,CUST-0020,2025-02-05 07:17:40,RETURNED,US-WEST
ORD-00576,CUST-0091,2024-09-24 23:52:07,DELIVERED,LATAM
ORD-00577,UNASSIGNED,2024-04-17 22:33:25,SHIPPED,LATAM
ORD-00578,CUST-0055,2024-04-26 16:41:03,DELIVERED,US-EAST
ORD-00579,CUST-0107,2024-09-13 11:50:08,DELIVERED,APAC-SOUTH
ORD-00580,CUST-0152,2024-05-05 05:50:53,DELIVERED,US-WEST
ORD-00581,UNASSIGNED,2025-03-21 10:33:48,SHIPPED,LATAM
ORD-00582,UNASSIGNED,2025-03-20 11:52:22,SHIPPED,US-WEST
ORD-00583,CUST-0104,2025-04-10 12:50:02,DELIVERED,EU-CENTRAL
ORD-00584,CUST-0056,2024-12-14 21:45:27,DELIVERED,APAC-SOUTH
ORD-00585,CUST-0106,2025-04-11 16:26:43,DELIVERED,US-WEST
ORD-00586,CUST-0131,2024-07-24 11:01:23,DELIVERED,APAC-SOUTH
ORD-00587,CUST-0018,2024-06-27 12:02:22,SHIPPED,US-EAST
ORD-00588,CUST-0130,2025-06-15 13:32:27,SHIPPED,US-EAST
ORD-00589,CUST-0158,2025-04-10 21:20:22,DELIVERED,LATAM
ORD-00590,CUST-0024,2025-01-09 13:37:21,CANCELLED,LATAM
ORD-00591,CUST-0199,2025-06-11 01:15:47,DELIVERED,EU-CENTRAL
ORD-00592,CUST-0179,2025-02-15 12:29:44,RETURNED,APAC-SOUTH
ORD-00593,CUST-0098,2024-09-29 06:07:32,DELIVERED,LATAM
ORD-00594,CUST-0035,2024-07-16 16:33:35,SHIPPED,US-EAST
ORD-00595,CUST-0140,2024-11-13 09:43:36,PLACED,US-EAST
ORD-00596,CUST-0031,2025-02-07 17:03:47,DELIVERED,EU-CENTRAL
ORD-00597,CUST-0028,2024-04-30 05:16:54,DELIVERED,EU-CENTRAL
ORD-00598,CUST-0109,2025-03-14 14:12:58,DELIVERED,APAC-SOUTH
ORD-00599,CUST-0106,2025-03-04 19:58:55,DELIVERED,EU-CENTRAL
ORD-00600,CUST-0124,2024-07-16 02:45:29,DELIVERED,APAC-SOUTH
