item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM-000436,ORD-00382,PROD-0029,2,38.0,10.0
ITEM-000437,ORD-00309,PROD-0008,4,69.98,5.0
ITEM-000438,ORD-00149,PROD-0030,2,32.0,0.0
ITEM-000439,ORD-00560,PROD-0033,3,22.0,5.0
ITEM-000440,ORD-00297,PROD-0010,4,499.98,0.0
ITEM-000441,ORD-00116,PROD-0031,2,28.0,15.0
ITEM-000442,ORD-00565,PROD-0008,4,69.98,10.0
ITEM-000443,ORD-00226,PROD-0029,3,38.0,0.0
ITEM-000444,ORD-00200,PROD-0015,3,55.0,0.0
ITEM-000445,ORD-00024,PROD-0006,4,59.98,15.0
ITEM-000446,ORD-00090,PROD-0033,4,22.0,0.0
ITEM-000447,ORD-00524,PROD-0004,3,119.98,5.0
ITEM-000448,ORD-00152,PROD-0028,3,45.0,0.0
ITEM-000449,ORD-00292,PROD-0023,4,40.0,20.0
ITEM-000450,ORD-00575,PROD-0006,4,59.98,15.0
ITEM-000451,ORD-00426,PROD-0029,4,38.0,15.0
ITEM-000452,ORD-00425,PROD-0009,5,199.98,0.0
ITEM-000453,ORD-00148,PROD-0014,5,85.0,0.0
ITEM-000454,ORD-00068,PROD-0025,4,250.0,15.0
ITEM-000455,ORD-00280,PROD-0027,4,75.0,15.0
ITEM-000456,ORD-00582,PROD-0009,4,199.98,0.0
ITEM-000457,ORD-00568,PROD-0032,3,52.0,20.0
ITEM-000458,ORD-00600,PROD-0020,4,180.0,0.0
ITEM-000459,ORD-00028,PROD-0001,3,799.98,15.0
ITEM-000460,ORD-00484,PROD-0008,3,69.98,5.0
ITEM-000461,ORD-00184,PROD-0032,2,52.0,0.0
ITEM-000462,ORD-00123,PROD-0018,1,12.5,10.0
ITEM-000463,ORD-00371,PROD-0031,3,28.0,15.0
ITEM-000464,ORD-00488,PROD-0008,5,69.98,0.0
ITEM-000465,ORD-00266,PROD-0011,2,65.0,0.0
ITEM-000466,ORD-00473,PROD-0009,1,199.98,0.0
ITEM-000467,ORD-00370,PROD-0027,3,75.0,0.0
ITEM-000468,ORD-00297,PROD-0019,1,40.0,10.0
ITEM-000469,ORD-00199,PROD-0012,5,19.98,20.0
ITEM-000470,ORD-00172,PROD-0021,3,35.0,0.0
ITEM-000471,ORD-00372,PROD-0007,3,29.98,20.0
ITEM-000472,ORD-00148,PROD-0001,3,799.98,0.0
ITEM-000473,ORD-00497,PROD-0027,2,75.0,0.0
ITEM-000474,ORD-00224,PROD-0010,2,499.98,20.0
ITEM-000475,ORD-00573,PROD-0008,1,69.98,0.0
ITEM-000476,ORD-00135,PROD-0002,3,89.98,15.0
ITEM-000477,ORD-00372,PROD-0009,5,199.98,10.0
ITEM-000478,ORD-00351,PROD-0012,1,19.98,15.0
ITEM-000479,ORD-00122,PROD-0015,2,55.0,15.0
ITEM-000480,ORD-00233,PROD-0020,2,180.0,0.0
ITEM-000481,ORD-00436,PROD-0008,4,69.98,20.0
ITEM-000482,ORD-00442,PROD-0003,1,349.98,20.0
ITEM-000483,ORD-00526,PROD-0004,3,119.98,0.0
ITEM-000484,ORD-00068,PROD-0020,1,180.0,20.0
ITEM-000485,ORD-00127,PROD-0014,2,85.0,0.0
ITEM-000486,ORD-00360,PROD-0002,3,89.98,10.0
ITEM-000487,ORD-00357,PROD-0023,5,40.0,20.0
ITEM-000488,ORD-00248,PROD-0033,1,22.0,20.0
ITEM-000489,ORD-00593,PROD-0001,2,799.98,0.0
ITEM-000490,ORD-00176,PROD-0001,1,799.98,0.0
ITEM-000491,ORD-00517,PROD-0031,5,28.0,0.0
ITEM-000492,ORD-00451,PROD-0007,3,29.98,5.0
ITEM-000493,ORD-00435,PROD-0014,4,85.0,0.0
ITEM-000494,ORD-00322,PROD-0008,5,69.98,0.0
ITEM-000495,ORD-00508,PROD-0024,5,130.0,15.0
ITEM-000496,ORD-00042,PROD-0006,1,59.98,5.0
ITEM-000497,ORD-00291,PROD-0030,3,32.0,15.0
ITEM-000498,ORD-00455,PROD-0015,3,55.0,20.0
ITEM-000499,ORD-00439,PROD-0013,4,45.0,15.0
ITEM-000500,ORD-00377,PROD-0012,-3,19.98,5.0
ITEM-000501,ORD-00108,PROD-0026,1,22.0,0.0
ITEM-000502,ORD-00147,PROD-0026,5,22.0,0.0
ITEM-000503,ORD-00173,PROD-0005,2,49.98,0.0
ITEM-000504,ORD-00206,PROD-0026,4,22.0,15.0
ITEM-000505,ORD-00512,PROD-0018,5,12.5,10.0
ITEM-000506,ORD-00280,PROD-0026,5,22.0,5.0
ITEM-000507,ORD-00497,PROD-0033,4,22.0,0.0
ITEM-000508,ORD-00126,PROD-0017,2,120.0,15.0
ITEM-000509,ORD-00138,PROD-0002,1,89.98,20.0
ITEM-000510,ORD-00070,PROD-0032,2,52.0,5.0
ITEM-000511,ORD-00335,PROD-0010,5,499.98,0.0
ITEM-000512,ORD-00079,PROD-0032,2,52.0,0.0
ITEM-000513,ORD-00510,PROD-0032,5,52.0,0.0
ITEM-000514,ORD-00554,PROD-0002,1,89.98,5.0
ITEM-000515,ORD-00122,PROD-0025,4,250.0,5.0
ITEM-000516,ORD-00471,PROD-0003,5,349.98,15.0
ITEM-000517,ORD-00311,PROD-0011,2,65.0,0.0
ITEM-000518,ORD-00399,PROD-0032,5,52.0,15.0
ITEM-000519,ORD-00503,PROD-0031,2,28.0,10.0
ITEM-000520,ORD-00058,PROD-0026,5,22.0,5.0
ITEM-000521,ORD-00362,PROD-0019,1,40.0,10.0
ITEM-000522,ORD-00047,PROD-0009,3,199.98,20.0
ITEM-000523,ORD-00598,PROD-0002,3,89.98,5.0
ITEM-000524,ORD-00100,PROD-0028,3,45.0,5.0
ITEM-000525,ORD-00360,PROD-0004,2,119.98,0.0
ITEM-000526,ORD-00320,PROD-0006,1,59.98,20.0
ITEM-000527,ORD-00313,PROD-0008,1,69.98,10.0
ITEM-000528,ORD-00334,PROD-0003,4,349.98,10.0
ITEM-000529,ORD-00528,PROD-0027,4,75.0,10.0
ITEM-000530,ORD-00023,PROD-0021,4,35.0,0.0
ITEM-000531,ORD-00587,PROD-0007,1,29.98,15.0
ITEM-000532,ORD-00211,PROD-0022,3,12.0,0.0
ITEM-000533,ORD-00307,PROD-0024,2,130.0,5.0
ITEM-000534,ORD-00078,PROD-0014,1,85.0,0.0
ITEM-000535,ORD-00588,PROD-0026,5,22.0,15.0
ITEM-000536,ORD-00095,PROD-0007,3,29.98,0.0
ITEM-000537,ORD-00581,PROD-0031,3,28.0,20.0
ITEM-000538,ORD-00079,PROD-0020,3,180.0,5.0
ITEM-000539,ORD-00553,PROD-0021,4,35.0,0.0
ITEM-000540,ORD-00528,PROD-0030,5,32.0,0.0
ITEM-000541,ORD-00020,PROD-0012,2,19.98,15.0
ITEM-000542,ORD-00479,PROD-0018,5,12.5,20.0
ITEM-000543,ORD-00445,PROD-0004,3,119.98,5.0
ITEM-000544,ORD-00152,PROD-0016,3,25.0,20.0
ITEM-000545,ORD-00446,PROD-0027,1,75.0,15.0
ITEM-000546,ORD-00209,PROD-0027,3,75.0,15.0
ITEM-000547,ORD-00165,PROD-0017,2,120.0,5.0
ITEM-000548,ORD-00245,PROD-0008,1,69.98,0.0
ITEM-000549,ORD-00318,PROD-0030,4,32.0,5.0
ITEM-000550,ORD-00038,PROD-0013,2,45.0,0.0
ITEM-000551,ORD-00265,PROD-0018,2,12.5,15.0
ITEM-000552,ORD-00044,PROD-0032,1,52.0,20.0
ITEM-000553,ORD-00086,PROD-0021,1,35.0,5.0
ITEM-000554,ORD-00373,PROD-0006,2,59.98,0.0
ITEM-000555,ORD-00115,PROD-0033,5,22.0,15.0
ITEM-000556,ORD-00595,PROD-0017,1,120.0,0.0
ITEM-000557,ORD-00126,PROD-0021,5,35.0,15.0
ITEM-000558,ORD-00400,PROD-0016,2,25.0,0.0
ITEM-000559,ORD-00110,PROD-0012,3,19.98,5.0
ITEM-000560,ORD-00419,PROD-0017,1,120.0,5.0
ITEM-000561,ORD-00547,PROD-0024,1,130.0,0.0
ITEM-000562,ORD-00559,PROD-0028,2,45.0,0.0
ITEM-000563,ORD-00149,PROD-0024,3,130.0,20.0
ITEM-000564,ORD-00316,PROD-0002,5,89.98,0.0
ITEM-000565,ORD-00056,PROD-0016,4,25.0,0.0
ITEM-000566,ORD-00372,PROD-0008,2,69.98,20.0
ITEM-000567,ORD-00454,PROD-0025,-2,250.0,0.0
ITEM-000568,ORD-00309,PROD-0006,2,59.98,0.0
ITEM-000569,ORD-00216,PROD-0011,3,65.0,20.0
ITEM-000570,ORD-00417,PROD-0003,1,349.98,20.0
ITEM-000571,ORD-00504,PROD-0031,3,28.0,15.0
ITEM-000572,ORD-00433,PROD-0007,3,29.98,10.0
ITEM-000573,ORD-00068,PROD-0023,5,40.0,15.0
ITEM-000574,ORD-00335,PROD-0030,1,32.0,15.0
ITEM-000575,ORD-00189,PROD-0029,2,38.0,0.0
ITEM-000576,ORD-00411,PROD-0013,3,45.0,10.0
ITEM-000577,ORD-00085,PROD-0008,5,69.98,15.0
ITEM-000578,ORD-00134,PROD-0027,3,75.0,5.0
ITEM-000579,ORD-00490,PROD-0009,5,199.98,20.0
ITEM-000580,ORD-00336,PROD-0019,4,40.0,0.0
ITEM-000581,ORD-00187,PROD-0026,5,22.0,0.0
ITEM-000582,ORD-00022,PROD-0002,5,89.98,15.0
ITEM-000583,ORD-00235,PROD-0006,2,59.98,0.0
ITEM-000584,ORD-00173,PROD-0004,4,119.98,10.0
ITEM-000585,ORD-00267,PROD-0010,3,499.98,0.0
ITEM-000586,ORD-00581,PROD-0008,-3,69.98,5.0
ITEM-000587,ORD-00465,PROD-0032,2,52.0,0.0
ITEM-000588,ORD-00273,PROD-0019,4,40.0,0.0
ITEM-000589,ORD-00442,PROD-0014,3,85.0,15.0
ITEM-000590,ORD-00194,PROD-0027,2,75.0,0.0
ITEM-000591,ORD-00298,PROD-0017,4,120.0,0.0
ITEM-000592,ORD-00379,PROD-0030,4,32.0,0.0
ITEM-000593,ORD-00332,PROD-0026,4,22.0,15.0
ITEM-000594,ORD-00434,PROD-0017,5,120.0,0.0
ITEM-000595,ORD-00054,PROD-0022,4,12.0,0.0
ITEM-000596,ORD-00047,PROD-0001,5,799.98,5.0
ITEM-000597,ORD-00310,PROD-0026,2,22.0,10.0
ITEM-000598,ORD-00043,PROD-0012,5,19.98,5.0
ITEM-000599,ORD-00348,PROD-0030,3,32.0,15.0
ITEM-000600,ORD-00544,PROD-0028,1,45.0,0.0
ITEM-000601,ORD-00046,PROD-0009,3,199.98,15.0
ITEM-000602,ORD-00370,PROD-0028,3,45.0,10.0
ITEM-000603,ORD-00271,PROD-0021,2,35.0,0.0
ITEM-000604,ORD-00504,PROD-0010,4,499.98,0.0
ITEM-000605,ORD-00194,PROD-0010,2,499.98,0.0
ITEM-000606,ORD-00482,PROD-0017,4,120.0,5.0
ITEM-000607,ORD-00119,PROD-0032,3,52.0,15.0
ITEM-000608,ORD-00575,PROD-0032,1,52.0,20.0
ITEM-000609,ORD-00152,PROD-0008,2,69.98,20.0
ITEM-000610,ORD-00291,PROD-0012,5,19.98,20.0
ITEM-000611,ORD-00280,PROD-0014,1,85.0,10.0
ITEM-000612,ORD-00585,PROD-0012,1,19.98,0.0
ITEM-000613,ORD-00511,PROD-0007,1,29.98,0.0
ITEM-000614,ORD-00125,PROD-0026,1,22.0,20.0
ITEM-000615,ORD-00332,PROD-0010,-2,499.98,20.0
ITEM-000616,ORD-00492,PROD-0030,3,32.0,10.0
ITEM-000617,ORD-00006,PROD-0022,5,12.0,5.0
ITEM-000618,ORD-00333,PROD-0009,1,199.98,20.0
ITEM-000619,ORD-00290,PROD-0021,1,35.0,10.0
ITEM-000620,ORD-00391,PROD-0006,2,59.98,0.0
ITEM-000621,ORD-00409,PROD-0006,-1,59.98,0.0
ITEM-000622,ORD-00398,PROD-0026,2,22.0,0.0
ITEM-000623,ORD-00306,PROD-0032,3,52.0,15.0
ITEM-000624,ORD-00135,PROD-0023,3,40.0,10.0
ITEM-000625,ORD-00205,PROD-0032,4,52.0,5.0
ITEM-000626,ORD-00275,PROD-0028,4,45.0,20.0
ITEM-000627,ORD-00378,PROD-0012,4,19.98,0.0
ITEM-000628,ORD-00042,PROD-0033,4,22.0,15.0
ITEM-000629,ORD-00230,PROD-0010,5,499.98,15.0
ITEM-000630,ORD-00538,PROD-0006,4,59.98,0.0
ITEM-000631,ORD-00490,PROD-0020,2,180.0,15.0
ITEM-000632,ORD-00308,PROD-0016,3,25.0,10.0
ITEM-000633,ORD-00049,PROD-0005,5,49.98,0.0
ITEM-000634,ORD-00523,PROD-0028,4,45.0,15.0
ITEM-000635,ORD-00583,PROD-0017,5,120.0,0.0
ITEM-000636,ORD-00516,PROD-0002,4,89.98,0.0
ITEM-000637,ORD-00187,PROD-0026,4,22.0,15.0
ITEM-000638,ORD-00305,PROD-0021,4,35.0,20.0
ITEM-000639,ORD-00461,PROD-0017,2,120.0,0.0
ITEM-000640,ORD-00190,PROD-0006,5,59.98,0.0
ITEM-000641,ORD-00109,PROD-0028,1,45.0,5.0
ITEM-000642,ORD-00120,PROD-0001,4,799.98,5.0
ITEM-000643,ORD-00415,PROD-0032,5,52.0,0.0
ITEM-000644,ORD-00405,PROD-0020,2,180.0,0.0
ITEM-000645,ORD-00196,PROD-0008,2,69.98,20.0
ITEM-000646,ORD-00028,PROD-0014,2,85.0,15.0
ITEM-000647,ORD-00248,PROD-0028,5,45.0,0.0
ITEM-000648,ORD-00089,PROD-0020,2,180.0,5.0
ITEM-000649,ORD-00433,PROD-0002,2,89.98,15.0
ITEM-000650,ORD-00456,PROD-0032,4,52.0,10.0
ITEM-000651,ORD-00249,PROD-0013,4,45.0,0.0
ITEM-000652,ORD-00342,PROD-0001,4,799.98,5.0
ITEM-000653,ORD-00508,PROD-0019,4,40.0,5.0
ITEM-000654,ORD-00526,PROD-0032,1,52.0,10.0
ITEM-000655,ORD-00020,PROD-0028,5,45.0,0.0
ITEM-000656,ORD-00275,PROD-0027,1,75.0,5.0
ITEM-000657,ORD-00356,PROD-0029,1,38.0,0.0
ITEM-000658,ORD-00295,PROD-0013,4,45.0,0.0
ITEM-000659,ORD-00520,PROD-0015,3,55.0,10.0
ITEM-000660,ORD-00480,PROD-0009,4,199.98,5.0
ITEM-000661,ORD-00369,PROD-0031,2,28.0,10.0
ITEM-000662,ORD-00213,PROD-0019,1,40.0,15.0
ITEM-000663,ORD-00495,PROD-0009,2,199.98,10.0
ITEM-000664,ORD-00504,PROD-0007,4,29.98,0.0
ITEM-000665,ORD-00241,PROD-0014,1,85.0,0.0
ITEM-000666,ORD-00268,PROD-0023,2,40.0,20.0
ITEM-000667,ORD-00516,PROD-0003,3,349.98,5.0
ITEM-000668,ORD-00117,PROD-0015,2,55.0,5.0
ITEM-000669,ORD-00265,PROD-0022,1,12.0,20.0
ITEM-000670,ORD-00571,PROD-0018,5,12.5,10.0
ITEM-000671,ORD-00107,PROD-0004,4,119.98,20.0
ITEM-000672,ORD-00469,PROD-0008,5,69.98,10.0
ITEM-000673,ORD-00105,PROD-0003,2,349.98,15.0
ITEM-000674,ORD-00121,PROD-0014,2,85.0,15.0
ITEM-000675,ORD-00300,PROD-0029,4,38.0,15.0
ITEM-000676,ORD-00102,PROD-0010,3,499.98,20.0
ITEM-000677,ORD-00142,PROD-0008,4,69.98,5.0
ITEM-000678,ORD-00007,PROD-0016,4,25.0,0.0
ITEM-000679,ORD-00294,PROD-0033,3,22.0,0.0
ITEM-000680,ORD-00425,PROD-0024,2,130.0,0.0
ITEM-000681,ORD-00543,PROD-0027,2,75.0,20.0
ITEM-000682,ORD-00440,PROD-0027,4,75.0,20.0
ITEM-000683,ORD-00529,PROD-0024,4,130.0,0.0
ITEM-000684,ORD-00011,PROD-0005,3,49.98,5.0
ITEM-000685,ORD-00169,PROD-0028,1,45.0,15.0
ITEM-000686,ORD-00155,PROD-0004,5,119.98,0.0
ITEM-000687,ORD-00430,PROD-0026,5,22.0,20.0
ITEM-000688,ORD-00312,PROD-0021,1,35.0,20.0
ITEM-000689,ORD-00287,PROD-0010,4,499.98,15.0
ITEM-000690,ORD-00211,PROD-0029,4,38.0,20.0
ITEM-000691,ORD-00203,PROD-0020,5,180.0,0.0
ITEM-000692,ORD-00400,PROD-0009,5,199.98,0.0
ITEM-000693,ORD-00219,PROD-0006,3,59.98,10.0
ITEM-000694,ORD-00349,PROD-0011,-3,65.0,10.0
ITEM-000695,ORD-00265,PROD-0016,3,25.0,15.0
ITEM-000696,ORD-00433,PROD-0033,1,22.0,20.0
ITEM-000697,ORD-00382,PROD-0017,3,120.0,0.0
ITEM-000698,ORD-00049,PROD-0008,5,69.98,15.0
ITEM-000699,ORD-00006,PROD-0030,2,32.0,20.0
ITEM-000700,ORD-00596,PROD-0015,3,55.0,15.0
ITEM-000701,ORD-00587,PROD-0009,5,199.98,15.0
ITEM-000702,ORD-00254,PROD-0007,5,29.98,0.0
ITEM-000703,ORD-00370,PROD-0030,4,32.0,20.0
ITEM-000704,ORD-00422,PROD-0006,4,59.98,0.0
ITEM-000705,ORD-00488,PROD-0014,3,85.0,15.0
ITEM-000706,ORD-00539,PROD-0026,5,22.0,20.0
ITEM-000707,ORD-00405,PROD-0017,4,120.0,5.0
ITEM-000708,ORD-00502,PROD-0027,2,75.0,10.0
ITEM-000709,ORD-00131,PROD-0032,2,52.0,15.0
ITEM-000710,ORD-00526,PROD-0008,4,69.98,5.0
ITEM-000711,ORD-00034,PROD-0011,3,65.0,0.0
ITEM-000712,ORD-00419,PROD-0008,5,69.98,0.0
ITEM-000713,ORD-00042,PROD-0010,3,499.98,0.0
ITEM-000714,ORD-00311,PROD-0019,2,40.0,0.0
ITEM-000715,ORD-00432,PROD-0004,3,119.98,0.0
ITEM-000716,ORD-00221,PROD-0012,4,19.98,0.0
ITEM-000717,ORD-00126,PROD-0023,1,40.0,5.0
ITEM-000718,ORD-00493,PROD-0020,3,180.0,20.0
ITEM-000719,ORD-00387,PROD-0031,5,28.0,0.0
ITEM-000720,ORD-00142,PROD-0033,4,22.0,15.0
ITEM-000721,ORD-00460,PROD-0010,3,499.98,0.0
ITEM-000722,ORD-00420,PROD-0025,4,250.0,0.0
ITEM-000723,ORD-00554,PROD-0003,4,349.98,15.0
ITEM-000724,ORD-00285,PROD-0006,1,59.98,10.0
ITEM-000725,ORD-00317,PROD-0008,1,69.98,0.0
ITEM-000726,ORD-00555,PROD-0004,5,119.98,0.0
ITEM-000727,ORD-00488,PROD-0033,1,22.0,15.0
ITEM-000728,ORD-00545,PROD-0012,3,19.98,20.0
ITEM-000729,ORD-00211,PROD-0016,5,25.0,5.0
ITEM-000730,ORD-00087,PROD-0021,1,35.0,5.0
ITEM-000731,ORD-00024,PROD-0022,4,12.0,0.0
ITEM-000732,ORD-00541,PROD-0021,1,35.0,0.0
ITEM-000733,ORD-00102,PROD-0011,2,65.0,0.0
ITEM-000734,ORD-00092,PROD-0010,4,499.98,15.0
ITEM-000735,ORD-00174,PROD-0004,3,119.98,0.0
ITEM-000736,ORD-00028,PROD-0004,1,119.98,0.0
ITEM-000737,ORD-00146,PROD-0027,3,75.0,5.0
ITEM-000738,ORD-00124,PROD-0004,5,119.98,10.0
ITEM-000739,ORD-00243,PROD-0032,5,52.0,5.0
ITEM-000740,ORD-00118,PROD-0018,4,12.5,10.0
ITEM-000741,ORD-00417,PROD-0005,4,49.98,15.0
ITEM-000742,ORD-00240,PROD-0002,5,89.98,15.0
ITEM-000743,ORD-00104,PROD-0016,2,25.0,0.0
ITEM-000744,ORD-00582,PROD-0027,5,75.0,0.0
ITEM-000745,ORD-00146,PROD-0024,2,130.0,20.0
ITEM-000746,ORD-00252,PROD-0028,5,45.0,5.0
ITEM-000747,ORD-00043,PROD-0001,5,799.98,0.0
ITEM-000748,ORD-00172,PROD-0001,4,799.98,0.0
ITEM-000749,ORD-00257,PROD-0025,2,250.0,10.0
ITEM-000750,ORD-00523,PROD-0019,5,40.0,10.0
ITEM-000751,ORD-00072,PROD-0020,1,180.0,20.0
ITEM-000752,ORD-00144,PROD-0018,2,12.5,10.0
ITEM-000753,ORD-00517,PROD-0021,3,35.0,15.0
ITEM-000754,ORD-00268,PROD-0029,3,38.0,0.0
ITEM-000755,ORD-00216,PROD-0030,3,32.0,0.0
ITEM-000756,ORD-00137,PROD-0001,1,799.98,0.0
ITEM-000757,ORD-00178,PROD-0027,4,75.0,20.0
ITEM-000758,ORD-00403,PROD-0006,1,59.98,10.0
ITEM-000759,ORD-00032,PROD-0029,3,38.0,20.0
ITEM-000760,ORD-00386,PROD-0023,1,40.0,0.0
ITEM-000761,ORD-00474,PROD-0024,4,130.0,0.0
ITEM-000762,ORD-00227,PROD-0002,3,89.98,0.0
ITEM-000763,ORD-00093,PROD-0020,2,180.0,0.0
ITEM-000764,ORD-00506,PROD-0024,4,130.0,15.0
ITEM-000765,ORD-00215,PROD-0001,4,799.98,0.0
ITEM-000766,ORD-00285,PROD-0033,5,22.0,0.0
ITEM-000767,ORD-00580,PROD-0012,2,19.98,15.0
ITEM-000768,ORD-00067,PROD-0009,5,199.98,20.0
ITEM-000769,ORD-00234,PROD-0018,1,12.5,15.0
ITEM-000770,ORD-00546,PROD-0017,4,120.0,0.0
ITEM-000771,ORD-00438,PROD-0004,3,119.98,5.0
ITEM-000772,ORD-00417,PROD-0018,5,12.5,5.0
ITEM-000773,ORD-00508,PROD-0024,1,130.0,15.0
ITEM-000774,ORD-00230,PROD-0004,4,119.98,10.0
ITEM-000775,ORD-00460,PROD-0021,-1,35.0,0.0
ITEM-000776,ORD-00084,PROD-0002,2,89.98,15.0
ITEM-000777,ORD-00434,PROD-0005,2,49.98,0.0
ITEM-000778,ORD-00338,PROD-0020,1,180.0,0.0
ITEM-000779,ORD-00492,PROD-0028,5,45.0,20.0
ITEM-000780,ORD-00343,PROD-0017,4,120.0,0.0
ITEM-000781,ORD-00349,PROD-0004,5,119.98,20.0
ITEM-000782,ORD-00243,PROD-0005,5,49.98,5.0
ITEM-000783,ORD-00098,PROD-0029,1,38.0,0.0
ITEM-000784,ORD-00035,PROD-0025,1,250.0,20.0
ITEM-000785,ORD-00131,PROD-0004,4,119.98,0.0
ITEM-000786,ORD-00309,PROD-0028,1,45.0,10.0
ITEM-000787,ORD-00054,PROD-0019,4,40.0,0.0
ITEM-000788,ORD-00421,PROD-0015,5,55.0,0.0
ITEM-000789,ORD-00465,PROD-0025,4,250.0,10.0
ITEM-000790,ORD-00104,PROD-0022,1,12.0,5.0
ITEM-000791,ORD-00530,PROD-0022,1,12.0,0.0
ITEM-000792,ORD-00013,PROD-0005,2,49.98,10.0
ITEM-000793,ORD-00130,PROD-0033,4,22.0,5.0
ITEM-000794,ORD-00456,PROD-0012,1,19.98,0.0
ITEM-000795,ORD-00131,PROD-0020,5,180.0,15.0
ITEM-000796,ORD-00367,PROD-0020,5,180.0,20.0
ITEM-000797,ORD-00150,PROD-0010,5,499.98,0.0
ITEM-000798,ORD-00299,PROD-0024,5,130.0,10.0
ITEM-000799,ORD-00149,PROD-0004,5,119.98,20.0
ITEM-000800,ORD-00056,PROD-0028,2,45.0,15.0
ITEM-000801,ORD-00207,PROD-0005,4,49.98,15.0
ITEM-000802,ORD-00479,PROD-0022,5,12.0,0.0
ITEM-000803,ORD-00307,PROD-0027,1,75.0,5.0
ITEM-000804,ORD-00044,PROD-0032,1,52.0,15.0
ITEM-000805,ORD-00229,PROD-0015,2,55.0,0.0
ITEM-000806,ORD-00493,PROD-0022,4,12.0,0.0
ITEM-000807,ORD-00410,PROD-0012,1,19.98,0.0
ITEM-000808,ORD-00011,PROD-0005,5,49.98,0.0
ITEM-000809,ORD-00146,PROD-0019,5,40.0,20.0
ITEM-000810,ORD-00369,PROD-0003,2,349.98,0.0
ITEM-000811,ORD-00291,PROD-0012,3,19.98,15.0
ITEM-000812,ORD-00179,PROD-0022,2,12.0,0.0
ITEM-000813,ORD-00201,PROD-0002,3,89.98,0.0
ITEM-000814,ORD-00022,PROD-0009,1,199.98,0.0
ITEM-000815,ORD-00216,PROD-0020,3,180.0,20.0
ITEM-000816,ORD-00382,PROD-0011,5,65.0,5.0
ITEM-000817,ORD-00067,PROD-0008,2,69.98,20.0
ITEM-000818,ORD-00195,PROD-0013,3,45.0,0.0
ITEM-000819,ORD-00440,PROD-0016,5,25.0,10.0
ITEM-000820,ORD-00194,PROD-0019,3,40.0,0.0
ITEM-000821,ORD-00055,PROD-0018,5,12.5,10.0
ITEM-000822,ORD-00501,PROD-0014,4,85.0,20.0
ITEM-000823,ORD-00067,PROD-0011,5,65.0,0.0
ITEM-000824,ORD-00511,PROD-0030,3,32.0,10.0
ITEM-000825,ORD-00495,PROD-0032,5,52.0,5.0
ITEM-000826,ORD-00598,PROD-0003,2,349.98,5.0
ITEM-000827,ORD-00241,PROD-0026,4,22.0,5.0
ITEM-000828,ORD-00586,PROD-0011,3,65.0,0.0
ITEM-000829,ORD-00564,PROD-0006,1,59.98,0.0
ITEM-000830,ORD-00456,PROD-0023,1,40.0,5.0
ITEM-000831,ORD-00525,PROD-0022,4,12.0,5.0
ITEM-000832,ORD-00419,PROD-0024,3,130.0,0.0
ITEM-000833,ORD-00392,PROD-0002,2,89.98,0.0
ITEM-000834,ORD-00078,PROD-0023,3,40.0,20.0
ITEM-000835,ORD-00514,PROD-0033,1,22.0,20.0
ITEM-000836,ORD-00284,PROD-0015,1,55.0,0.0
ITEM-000837,ORD-00040,PROD-0013,3,45.0,0.0
ITEM-000838,ORD-00310,PROD-0018,5,12.5,0.0
ITEM-000839,ORD-00557,PROD-0017,-2,120.0,0.0
ITEM-000840,ORD-00355,PROD-0026,5,22.0,20.0
ITEM-000841,ORD-00013,PROD-0031,2,28.0,20.0
ITEM-000842,ORD-00408,PROD-0015,2,55.0,5.0
ITEM-000843,ORD-00240,PROD-0030,4,32.0,0.0
ITEM-000844,ORD-00088,PROD-0021,4,35.0,20.0
ITEM-000845,ORD-00428,PROD-0014,5,85.0,0.0
ITEM-000846,ORD-00384,PROD-0009,2,199.98,0.0
ITEM-000847,ORD-00010,PROD-0032,3,52.0,0.0
ITEM-000848,ORD-00231,PROD-0027,4,75.0,20.0
ITEM-000849,ORD-00551,PROD-0020,1,180.0,10.0
ITEM-000850,ORD-00033,PROD-0009,3,199.98,10.0
ITEM-000851,ORD-00588,PROD-0026,2,22.0,5.0
ITEM-000852,ORD-00066,PROD-0025,1,250.0,0.0
ITEM-000853,ORD-00584,PROD-0029,3,38.0,0.0
ITEM-000854,ORD-00176,PROD-0007,2,29.98,0.0
ITEM-000855,ORD-00501,PROD-0002,1,89.98,5.0
ITEM-000856,ORD-00291,PROD-0014,5,85.0,0.0
ITEM-000857,ORD-00466,PROD-0004,1,119.98,0.0
ITEM-000858,ORD-00335,PROD-0027,1,75.0,0.0
ITEM-000859,ORD-00550,PROD-0027,1,75.0,5.0
ITEM-000860,ORD-00212,PROD-0009,3,199.98,5.0
ITEM-000861,ORD-00487,PROD-0011,3,65.0,10.0
ITEM-000862,ORD-00208,PROD-0033,4,22.0,0.0
ITEM-000863,ORD-00207,PROD-0001,4,799.98,0.0
ITEM-000864,ORD-00409,PROD-0016,5,25.0,5.0
ITEM-000865,ORD-00472,PROD-0030,1,32.0,0.0
ITEM-000866,ORD-00468,PROD-0023,3,40.0,5.0
ITEM-000867,ORD-00180,PROD-0027,5,75.0,15.0
ITEM-000868,ORD-00443,PROD-0030,2,32.0,15.0
ITEM-000869,ORD-00583,PROD-0007,1,29.98,0.0
ITEM-000870,ORD-00162,PROD-0018,5,12.5,0.0
ITEM-000871,ORD-00069,PROD-0014,4,85.0,20.0
